object_id,time,feature1,feature2
1,1,0.02015463661686018,0.12711506054058488
2,1,0.1145661928464921,0.9617396461390868
3,1,0.9256847369362089,0.06742365971831071
4,1,0.9022610540915855,0.881691497329673
5,1,0.014078938016135233,0.004252121478300946
6,1,0.12536476558798046,0.935084939814242
7,1,0.8856579876313087,0.0003159080026666039
8,1,0.9331919208917798,0.8917689951488826
9,1,0.0343143331905679,0.14179060433308835
10,1,0.13521411864172253,0.995411502544967
11,1,0.9961831208509809,0.08121187091902449
12,1,0.8591276255832234,0.9428193643467682
13,1,0.032489909569592,0.0633174863374076
14,1,0.004356118136230191,0.9667462500590447
15,1,0.9343168609524142,0.0743718362072776
16,1,0.9650373324613641,0.9653700187688523
17,1,0.03281715560065329,0.06894051986066004
18,1,0.043467242188572834,0.9967765442101136
19,1,0.8743633036506141,0.08346814839786501
20,1,0.9036558455601331,0.9721140601157924
21,1,0.14888151182640977,0.1289919793192935
22,1,0.01813349397087096,0.9500957221959806
23,1,0.8917773388625098,0.10667876545429195
24,1,0.8595339119800811,0.9366839500057877
25,1,0.12450535399114905,0.10054583496211066
26,1,0.04550527663993764,0.9118629090784661
27,1,0.8676281498752214,0.1269296127642469
28,1,0.9242074269130599,0.9116496613026173
29,1,0.005178874522701237,0.03641099603146015
30,1,0.11961063713314542,0.9378529001048839
31,1,0.9740488897631424,0.08231981420822294
32,1,0.8945438856901553,0.8988271254246509
33,1,0.05620545307524604,0.06584424450668447
34,1,0.07626397323749727,0.8832336077499782
35,1,0.9218592373580282,0.05898826424463391
36,1,0.9265459719306612,0.9955637554049639
37,1,0.006523093553479115,0.1055073132905754
38,1,0.14747815759645108,0.9110224404429914
39,1,0.9409600470433129,0.025552379528352192
40,1,0.9246642162349775,0.8526885043692198
41,1,0.5541046279661601,0.5079234896899557
42,1,0.5720579557841099,0.4464352256126029
43,1,0.5027543326375274,0.5904934776536539
44,1,0.5155589615602406,0.4918263463821337
45,1,0.45385589548828426,0.5095992618932498
46,1,0.5914232562920454,0.4011418258900786
47,1,0.5567310465230779,0.5640971823850964
48,1,0.5772359161652016,0.5481006823666392
49,1,0.5618279801744959,0.5037356567046004
50,1,0.5122715729556758,0.48521813593763
51,1,0.4112246595041481,0.574002031035328
52,1,0.5139998667752761,0.43996788403542864
53,1,0.5009440934857726,0.4969850224455468
54,1,0.47135799290899116,0.469215583803631
55,1,0.5076957591475688,0.524697890559501
56,1,0.5224904929565451,0.4916293600199449
57,1,0.40559499681676847,0.44592100625540476
58,1,0.43544225178771656,0.5168921741556882
59,1,0.5722017721706649,0.5596877881154853
60,1,0.5594195125270992,0.5632874741121382
1,2,0.03829410601309589,0.1262617248411144
2,2,0.10096702881580606,0.9875148793294153
3,2,0.997496405482666,0.002183996238721847
4,2,0.8866619837121703,0.9625661161519866
5,2,0.016423294094153905,0.09372031262287144
6,2,0.05166342961447424,0.9895726932203729
7,2,0.9760561712959229,0.07910705985720191
8,2,0.9747782580666358,0.959062834477198
9,2,0.10673848907779093,0.06820524450684957
10,2,0.04830026495809889,0.9289343478744582
11,2,0.9964548133552019,0.057983565714220475
12,2,0.9368621981186386,0.9717941042873031
13,2,0.016314253866812,0.13497277505340302
14,2,0.07651739713930146,0.9686363511172345
15,2,0.9091527039948976,0.12255595025668303
16,2,0.9968772837236068,0.9973203218758308
17,2,0.0219692610599019,0.10782532091426847
18,2,0.024034138894455697,0.8943091558221996
19,2,0.8982736307084579,0.08170532453683567
20,2,0.9669100377965986,0.8536608223273174
21,2,0.11967162865592265,0.07748992754240895
22,2,0.033479367037000614,0.9027240372851115
23,2,0.9407652985212551,0.08637689441820849
24,2,0.9518131285982312,0.9053578208092979
25,2,0.008817767430973693,0.044790892443452
26,2,0.14518549652263338,0.8686698633647261
27,2,0.9540420069500131,0.12877716095348388
28,2,0.9534454558970299,0.8591067351797077
29,2,0.11157631780006817,0.062425839414753825
30,2,0.0378537153419753,0.9987279606304497
31,2,0.868192315268673,0.005687479589787087
