object_id,time,feature1
1,1,0.85
2,1,0.8172047031257258
3,1,0.905475404300126
4,1,0.8051597078381031
5,1,0.874578030744593
6,1,0.8002222321660903
1,2,0.799488196985817
2,2,0.8593836216853264
3,2,0.7646159128124865
4,2,0.8165124091944698
5,2,0.7945842485185046
6,2,0.7938640887223941
1,3,0.7984847357636525
2,3,0.7615524368327744
3,3,0.8381472885996091
4,3,0.7492326105765232
5,3,0.7665866909024172
6,3,0.7408836925105542
1,4,0.7518382279642921
2,4,0.740757891519607
3,4,0.8000859440136875
4,4,0.7373272784652828
5,4,0.7054859392379881
6,4,0.7228410326881216
1,5,0.8501587073785057
2,5,0.7977293490627719
3,5,0.8645788628109079
4,5,0.8354233234873961
5,5,0.8694598879719256
6,5,0.8307713378361626
1,6,0.8884188216997002
2,6,0.8881284858985089
3,6,0.9063853855653717
4,6,0.9365838169002594
5,6,0.898203207090333
6,6,0.8454753791822258
1,7,0.8012935211428555
2,7,0.8548196932182446
3,7,0.7999335407699077
4,7,0.764556000878654
5,7,0.8548188401173914
6,7,0.8107689354096771
1,8,0.8470818131103165
2,8,0.8927969753682891
3,8,0.8213602007379063
4,8,0.8298854217558507
5,8,0.8924509936341769
6,8,0.8032789010165875
1,9,0.8999408729825145
2,9,0.8516548518081504
3,9,0.9227626239039307
4,9,0.9241983228094379
5,9,0.9539408408352618
6,9,0.9411600289151483
1,10,0.9006651537928493
2,10,0.8643829323940111
3,10,0.8586843379850351
4,10,0.9041115771604281
5,10,0.9018400522298631
6,10,0.8492356536375095
1,11,0.9813092798157872
2,11,0.9821993475538419
3,11,0.947703883375939
4,11,0.9505756338770667
5,11,0.9227392211383284
6,11,0.9624970330936177
1,12,0.9346777395078684
2,12,0.92548596232753
3,12,0.9199088657254302
4,12,0.9747956843195068
5,12,0.9816538654189727
6,12,0.8957078582630665
1,13,0.9139305281056045
2,13,0.8738723264938566
3,13,0.9335110990287918
4,13,0.9709119915608345
5,13,0.8781475191484635
6,13,0.9459074968953091
1,14,0.8739394788106605
2,14,0.8155255939889039
3,14,0.9056552587533393
4,14,0.854957389800538
5,14,0.8343583211583352
6,14,0.8662123546308793
1,15,0.8202833301073214
2,15,0.8094954475086804
3,15,0.8138097340772842
4,15,0.8104387156135991
5,15,0.8309043762957731
6,15,0.7949326459266242
1,16,0.7393056742108262
2,16,0.6895363790517361
3,16,0.6920884831383741
4,16,0.7418190180760574
5,16,0.722525341127247
6,16,0.7762296527807467
1,17,0.740290333239236
2,17,0.7652716145333431
3,17,0.7978989209254557
4,17,0.6878472016043568
5,17,0.6823233957383552
6,17,0.6971372177349646
1,18,0.7175569245172634
2,18,0.7263974524577294
3,18,0.7468071570642584
4,18,0.6997302359225357
5,18,0.7733523762471965
6,18,0.6579097464447928
1,19,0.7846926139233895
2,19,0.7499024470631661
3,19,0.8297141159567962
4,19,0.7286671898150974
5,19,0.8405121523398678
6,19,0.8158179622605409
1,20,0.8827845885043306
2,20,0.8923855352632918
3,20,0.8441203527373736
4,20,0.9391688414975254
5,20,0.8757674532903755
6,20,0.8327871647963025
7,1,0.65
8,1,0.6626482125139086
9,1,0.6496649659973786
10,1,0.646782529166529
11,1,0.6085423374602984
12,1,0.6046426422373592
7,2,0.6822945973901788
8,2,0.6766173002580875
9,2,0.6374688209198869
10,2,0.6750326340654674
11,2,0.7093575034978681
12,2,0.7081533256158813
7,3,0.6708138474369683
8,3,0.658064198284625
9,3,0.6541108069462244
10,3,0.6378762054446313
11,3,0.63451467156261
12,3,0.6643604142017361
7,4,0.5140870645524169
8,4,0.5411039850038806
9,4,0.5390855991131984
10,4,0.5274692659616561
11,4,0.45680115488946604
12,4,0.49777883930449585
7,5,0.48705510802243934
8,5,0.4382553896829848
9,5,0.5431893749493539
10,5,0.5177308508872289
11,5,0.4873650201252025
12,5,0.5116756012875082
7,6,0.3673256383104475
8,6,0.3348577649077109
9,6,0.3704145393987845
10,6,0.3965997641723851
11,6,0.38499824519246123
12,6,0.3081278658280149
7,7,0.4125931615290872
8,7,0.461655310827166
9,7,0.44178795998763065
10,7,0.4639027604282839
11,7,0.4704008780205023
12,7,0.3794333401668964
7,8,0.3311609056638155
8,8,0.3368415368419709
9,8,0.38837732233052613
10,8,0.3154713560449573
11,8,0.3841316688769417
12,8,0.3732188096576857
7,9,0.33767057121908717
8,9,0.3526840294989842
9,9,0.39251682493323325
10,9,0.3716633798846649
11,9,0.3131698128555273
12,9,0.37915656637105255
7,10,0.21596699860373664
8,10,0.2003636655286272
9,10,0.27099702496654565
10,10,0.2576136489645493
11,10,0.1934059320405324
12,10,0.1908264348150448
7,11,0.26118037424208435
8,11,0.30229689672021776
9,11,0.2833010540291751
10,11,0.31350625210879957
11,11,0.28854432278615666
12,11,0.2996910338855127
7,12,0.30315522151451835
8,12,0.28661719786961715
9,12,0.29445540075392224
10,12,0.301948293460445
11,12,0.3066272726945113
12,12,0.34373837346474007
7,13,0.21069349593217884
8,13,0.15892878374593933
9,13,0.2386689707067818
10,13,0.18319950526240578
11,13,0.20106174217165912
12,13,0.16473859431848512
7,14,0.3424268235145435
8,14,0.3153000639139629
9,14,0.3174243728166131
10,14,0.37893374441130073
11,14,0.34293520696916974
12,14,0.3157063175574796
7,15,0.4977858313266066
8,15,0.48720217988336734
9,15,0.48114909127907407
10,15,0.5536393044964244
11,15,0.5326053483174307
12,15,0.5274722162351055
7,16,0.39774542603597535
8,16,0.43533819364199255
9,16,0.4093373062310379
10,16,0.43731240979125086
11,16,0.3818982793728893
12,16,0.43143738312743884
7,17,0.5151205528497038
8,17,0.5016734178341778
9,17,0.5336835467076011
10,17,0.5487493693649804
11,17,0.5742905043132617
12,17,0.5655746818706969
7,18,0.629620353979147
8,18,0.5860369725248781
9,18,0.642854655955628
10,18,0.6518250707193682
11,18,0.5800657324872103
12,18,0.6251432710051924
7,19,0.7771051561931015
8,19,0.8257566183447205
9,19,0.8281429397259431
10,19,0.7282288197911082
11,19,0.7899555358605959
12,19,0.8209064063356025
7,20,0.8381887473740628
8,20,0.8165790867998133
9,20,0.7828340846895064
10,20,0.888563855869973
11,20,0.8812769610001852
12,20,0.8566258094032503
13,1,0.4
14,1,0.3839499652340496
15,1,0.4394133538678069
16,1,0.4377765216506116
17,1,0.42696578774189475
18,1,0.4119684911879323
13,2,0.36385888639439584
14,2,0.3394502798747454
15,2,0.3467578548232569
16,2,0.34307383367716565
17,2,0.3662653740680233
18,2,0.3175381809059228
13,3,0.408135577785762
14,3,0.3899011738488023
15,3,0.3673041151853081
16,3,0.3787253060459947
17,3,0.3948506610410184
18,3,0.3998826260395912
13,4,0.46457619055657107
14,4,0.41654932441960013
15,4,0.4312885963116246
16,4,0.43975517042280476
17,4,0.4257782636570415
18,4,0.4945048734789294
13,5,0.38637817627565574
14,5,0.33248346071960994
15,5,0.3930805640136723
16,5,0.41471869282293417
17,5,0.425387489415633
18,5,0.3935155323539223
13,6,0.35173053762005757
14,6,0.39755865824708986
15,6,0.38006828462802544
16,6,0.34919729859305587
17,6,0.35927126671205867
18,6,0.40405676452472417
13,7,0.45120189528972793
14,7,0.5029513772207064
15,7,0.4071203884640968
16,7,0.43042271138165505
17,7,0.4401405360992911
18,7,0.41147724174920053
13,8,0.50361259388301
14,8,0.45091422637213174
15,8,0.5501067974937516
16,8,0.5138798831649524
17,8,0.5172641457441846
18,8,0.4933925807542362
13,9,0.5909149410611347
14,9,0.6003163077895748
15,9,0.6385014951151198
16,9,0.641638232731257
17,9,0.6139691413801738
18,9,0.6489187442934689
13,10,0.5888406962468514
14,10,0.5728263319457398
15,10,0.6301210139524296
16,10,0.5921994622549899
17,10,0.5658987873503852
18,10,0.6104560848896589
13,11,0.5840153751581514
14,11,0.5393621318896893
15,11,0.6245559463204438
16,11,0.5840088078903185
17,11,0.6406034957735546
18,11,0.5880547361482207
13,12,0.6713840326157655
14,12,0.6460808450728267
15,12,0.6374833090706786
16,12,0.6745647770169735
17,12,0.7033909661273685
18,12,0.7103687260435296
13,13,0.7008714688445278
14,13,0.6557833361869989
15,13,0.6881604436947559
16,13,0.6450655254170927
17,13,0.6854497634554493
18,13,0.754241343467428
13,14,0.6702804032217883
14,14,0.6941534394522714
15,14,0.6848519730751588
16,14,0.6274675853772748
17,14,0.6928882915160739
18,14,0.6198457925221325
13,15,0.60721122125637
14,15,0.6168012530124126
15,15,0.5624996452426361
16,15,0.6629468547860863
17,15,0.5982744428577075
18,15,0.6228451860143227
13,16,0.7002367802602643
14,16,0.6532016205288023
15,16,0.7601260787908143
16,16,0.6449891128176062
17,16,0.7123861282650725
18,16,0.7189479654492013
13,17,0.7974063657625495
14,17,0.7803827035288492
15,17,0.8510172905308132
16,17,0.8154304259839771
17,17,0.7946055913462133
18,17,0.7577756007233837
13,18,0.744559392338626
14,18,0.7283815150701812
15,18,0.7261126437237346
16,18,0.7291687006589479
17,18,0.7815305943212976
18,18,0.7295491612693102
13,19,0.7702965060978986
14,19,0.714926252536019
15,19,0.7271800917852991
16,19,0.7954870618459475
17,19,0.81716618160071
18,19,0.7478718145348988
13,20,0.676786763419666
14,20,0.644700692801565
15,20,0.6600462033204169
16,20,0.6607576816065672
17,20,0.6841664164322342
18,20,0.652994661207499
19,1,0.15
20,1,0.16764411562662748
21,1,0.18431025447494123
22,1,0.18398644874174822
23,1,0.17897212411863925
24,1,0.16008671851558656
19,2,0.07823975858308055
20,2,0.11921183550256922
21,2,0.052989528213885986
22,2,0.12144963127340973
23,2,0.07189541842843936
24,2,0.09374417220786883
19,3,0.07801262666072951
20,3,0.0964759212610859
21,3,0.05893561364719847
22,3,0.08741943316310545
23,3,0.10639987527351288
24,3,0.0613770493256838
19,4,0.10815109093336742
20,4,0.10292316637341642
21,4,0.10455473553054269
22,4,0.09418605007366662
23,4,0.113746519152765
24,4,0.1332718322918448
19,5,0.01027207330166359
20,5,0.0490601693431936
21,5,0.04544253692201791
22,5,0.04136254443053956
23,5,0.02659573576221336
24,5,0.05607085463626964
19,6,0.07582870117653016
20,6,0.04124843706990752
21,6,0.05354439640382784
22,6,0.13306490473272992
23,6,0.10415814095063965
24,6,0.10434121522666938
19,7,0.09859778419008451
20,7,0.11546933246478001
21,7,0.03992315579303156
22,7,0.1361042404579877
23,7,0.07808612926182469
24,7,0.14115568839791254
19,8,0.07294826023415973
20,8,0.1223021549865344
21,8,0.013002953041516586
22,8,0.13059598857139265
23,8,0.0244493699977905
24,8,0.07426557372873964
19,9,0.06740887481711241
20,9,0.12576631930252913
21,9,0.0934301707393637
22,9,0.1252376430897573
23,9,0.11609961687338398
24,9,0.05842309956089059
19,10,0.13023988648166507
20,10,0.18439027006145367
21,10,0.1500400381025931
22,10,0.11178726472624562
23,10,0.1419095810569725
24,10,0.14906147468483244
19,11,0.05614191875970466
20,11,0.07942082569835043
21,11,0.02003841266289383
22,11,0.0038529243607289126
23,11,0.05473255320860063
24,11,0.07966568858058634
19,12,0.02520491949994859
20,12,0.04837480773642356
21,12,0.027882726363185166
22,12,0.037552869262499615
23,12,0.013930812515822446
24,12,0.048328678556449844
19,13,0.0855243652537499
20,13,0.0482014796616834
21,13,0.12240457360156136
22,13,0.10415591978955699
23,13,0.12950099069893786
24,13,0.11914706760447066
19,14,0.08382734313435533
20,14,0.10971625058906498
21,14,0.06156615919199168
22,14,0.1022502208393728
23,14,0.033708775877618675
24,14,0.06533509438432251
19,15,0.08564131846474807
20,15,0.13191384206116272
21,15,0.10770215725195417
22,15,0.13472452434030008
23,15,0.12995604411356662
24,15,0.14212959014651064
19,16,0.1209164755665676
20,16,0.1349301067605097
21,16,0.11718350946846948
22,16,0.08746016361238801
23,16,0.1565064372772775
24,16,0.13416015075019286
19,17,0.0194275617218954
20,17,0.04614977952864115
21,17,0.03111386943780004
22,17,0.04194019146488288
23,17,0.02702651089290723
24,17,0.012771198106474615
19,18,0.16722963576251926
20,18,0.12414791647802564
21,18,0.13562470803192853
22,18,0.17848698447674735
23,18,0.20802100486201425
24,18,0.21783480915512293
19,19,0.13697980175178476
20,19,0.16924317337764172
21,19,0.09120034655323611
22,19,0.12331864844535025
23,19,0.17980972293016034
24,19,0.1567827063499026
19,20,0.12097112757266537
20,20,0.13280053569132153
21,20,0.11946426463845031
22,20,0.12672434763867788
23,20,0.1670582839818622
24,20,0.1780486757014646
25,1,0.3533805104007879
25,2,0.6202033180606719
25,3,0.6845731099002045
25,4,0.6848548371497066
25,5,0.6083696609378433
25,6,0.5987920239643482
25,7,0.6471925039811397
25,8,0.7140406770120388
25,9,0.48243666291904963
25,10,0.7817230453177257
25,11,0.6473058753953266
25,12,0.6758067468817229
25,13,0.49477867247572405
25,14,0.5735969486472213
25,15,0.3183714886835221
25,16,0.21957516877257321
25,17,0.15038431363616622
25,18,0.03816982103852869
25,19,0.03050722644575277
25,20,0.024905297629686254
26,1,0.8727795350548474
26,2,0.8592831011282692
26,3,0.8400231398111225
26,4,0.9975083413766714
26,5,0.9381232142781332
26,6,0.9073848062632115
26,7,0.8918476853091177
26,8,0.6877276542355015
26,9,0.45832017942132575
26,10,0.7123495336411964
26,11,0.7185318993906978
26,12,0.8366699750311144
26,13,0.9784191750774457
26,14,0.9464098918670454
26,15,0.7560283468807154
26,16,0.5515991052311275
26,17,0.7270201340488922
26,18,0.9649401470493301
26,19,0.8791690856577353
26,20,0.8965800154083409
27,1,0.7425784675304596
27,2,0.6077810944318567
27,3,0.8545930159388547
27,4,0.8857433100328412
27,5,0.9987855922197624
27,6,0.9617769965371832
27,7,0.7757143721287606
27,8,0.8044483232774058
27,9,0.8953520035857789
27,10,0.9729591368978205
27,11,0.8483100088850726
27,12,0.6571800520205208
27,13,0.4179575562281128
27,14,0.19223615010507403
27,15,0.002799486649160521
27,16,0.04391156047697013
27,17,0.16752077934173543
27,18,0.13031515289818119
27,19,0.2909575654088772
27,20,0.008720474582349425
28,1,0.1198791773698914
28,2,0.12975669589435798
28,3,0.17324401691122893
28,4,0.22318560031128015
28,5,0.18931760067512438
28,6,0.11020337034636261
28,7,0.007321248432414676
28,8,0.04790210724454121
28,9,0.25498723148461877
28,10,0.030657298212723866
28,11,0.042712365535378424
28,12,0.1566821285647111
28,13,0.213491155062152
28,14,0.38450123972103734
28,15,0.366563877320941
28,16,0.4723366406652528
28,17,0.42311271325536853
28,18,0.1988590235068746
28,19,0.008016031002175739
28,20,0.0444158462556663
29,1,0.9187861828766093
29,2,0.708618097831339
29,3,0.9832041786879067
29,4,0.6839275517512586
29,5,0.9175263443054329
29,6,0.8365994853130542
29,7,0.8397180196367767
29,8,0.876928541468261
29,9,0.7570790435078945
29,10,0.5888514501004443
29,11,0.8386152801642225
29,12,0.8937904792584096
29,13,0.7264550095266697
29,14,0.9359504054016373
29,15,0.7316354075078997
29,16,0.5196836457900909
29,17,0.39269968972631686
29,18,0.6492333193680879
29,19,0.581607293489133
29,20,0.5457726310704791
